Haul ID,Line,Time,Depth,Skate,Species,Depredation
b03a5381-03b9-4ea5-9b37-219c6a18d140,1,9:10:55 AM,585,1,3,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,2,9:37:42 AM,0,1,3,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,3,9:37:44 AM,0,1,3,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,4,9:37:47 AM,0,1,3,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,5,9:37:49 AM,0,1,3,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,6,9:37:50 AM,0,1,1,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,7,9:37:55 AM,0,1,5,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,8,9:37:59 AM,0,1,3,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,9,9:38:05 AM,0,1,3,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,10,9:38:11 AM,0,1,3,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,11,9:38:20 AM,0,1,2,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,12,9:38:28 AM,0,1,1,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,13,9:38:32 AM,0,1,3,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,14,9:38:34 AM,0,1,3,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,15,9:38:36 AM,0,1,3,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,16,9:38:40 AM,0,1,3,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,17,9:38:42 AM,0,1,1,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,18,9:38:52 AM,0,1,3,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,19,9:38:53 AM,0,1,3,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,20,9:38:54 AM,0,1,1,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,21,9:38:55 AM,0,1,1,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,22,9:38:57 AM,0,1,1,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,23,9:38:58 AM,0,1,3,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,24,9:38:59 AM,0,1,5,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,25,9:39:01 AM,0,1,5,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,26,9:39:03 AM,0,1,5,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,27,9:39:06 AM,0,1,3,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,28,9:39:08 AM,0,1,3,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,29,9:39:10 AM,0,1,3,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,30,9:39:14 AM,0,2,1,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,31,9:39:26 AM,0,2,1,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,32,9:39:32 AM,0,2,1,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,33,9:39:38 AM,0,2,1,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,34,9:39:39 AM,0,2,1,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,35,9:39:44 AM,0,2,1,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,36,9:39:50 AM,0,2,3,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,37,9:39:51 AM,0,2,1,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,38,9:39:52 AM,0,2,1,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,39,9:39:54 AM,0,2,1,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,40,9:39:56 AM,0,2,1,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,41,9:39:58 AM,0,2,1,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,42,9:40:01 AM,0,2,1,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,43,9:40:02 AM,0,2,1,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,44,9:40:05 AM,0,2,1,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,45,9:40:07 AM,0,2,1,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,46,9:40:10 AM,0,2,1,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,47,9:40:14 AM,0,2,2,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,48,9:40:20 AM,0,2,2,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,49,9:40:21 AM,0,2,1,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,50,9:40:24 AM,0,2,3,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,51,9:40:25 AM,0,2,1,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,52,9:40:29 AM,0,2,1,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,53,9:40:30 AM,0,2,5,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,54,9:40:32 AM,0,2,1,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,55,9:40:35 AM,0,2,1,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,56,9:40:40 AM,0,2,1,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,57,9:40:41 AM,0,2,2,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,58,9:40:44 AM,0,2,2,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,59,9:40:45 AM,0,2,1,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,60,9:40:46 AM,0,2,1,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,61,9:40:51 AM,0,2,3,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,62,9:40:53 AM,0,2,1,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,63,9:40:53 AM,0,2,1,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,64,9:40:57 AM,0,2,1,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,65,9:40:59 AM,0,2,9,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,66,9:41:01 AM,0,2,1,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,67,9:41:03 AM,0,3,1,0
b03a5381-03b9-4ea5-9b37-219c6a18d140,68,9:41:14 AM,0,3,1,0
