Haul ID,Line,Time,Depth,Skate,Species,Depredation
6b21a68c-5261-4d07-a168-27ef9800dcc0,1,9:17:23 AM,646,1,3,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,2,9:49:18 AM,0,1,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,3,9:49:20 AM,0,1,3,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,4,9:49:22 AM,0,1,3,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,5,9:49:23 AM,0,1,3,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,6,9:49:26 AM,0,1,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,7,9:49:30 AM,0,1,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,8,9:49:36 AM,0,1,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,9,9:49:37 AM,0,1,3,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,10,9:49:39 AM,0,1,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,11,9:49:41 AM,0,1,3,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,12,9:49:43 AM,0,1,3,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,13,9:49:45 AM,0,1,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,14,9:49:47 AM,0,1,3,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,15,9:49:49 AM,0,1,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,16,9:49:51 AM,0,1,3,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,17,9:49:53 AM,0,1,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,18,9:49:55 AM,0,1,3,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,19,9:49:57 AM,0,1,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,20,9:49:59 AM,0,1,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,21,9:50:01 AM,0,1,3,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,22,9:50:03 AM,0,1,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,23,9:50:07 AM,0,1,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,24,9:50:09 AM,0,1,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,25,9:50:13 AM,0,1,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,26,9:50:14 AM,0,1,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,27,9:50:19 AM,0,1,3,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,28,9:50:21 AM,0,1,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,29,9:50:28 AM,0,1,3,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,30,9:50:32 AM,0,1,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,31,9:50:33 AM,0,1,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,32,9:50:35 AM,0,1,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,33,9:50:37 AM,0,1,9,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,34,9:50:41 AM,0,1,3,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,35,9:50:43 AM,0,1,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,36,9:50:45 AM,0,1,9,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,37,9:50:47 AM,0,2,3,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,38,9:50:58 AM,0,2,2,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,39,9:51:02 AM,0,2,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,40,9:51:06 AM,0,2,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,41,9:51:07 AM,0,2,3,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,42,9:51:10 AM,0,2,3,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,43,9:51:12 AM,0,2,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,44,9:51:14 AM,0,2,5,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,45,9:51:16 AM,0,2,5,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,46,9:51:18 AM,0,2,2,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,47,9:51:20 AM,0,2,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,48,9:51:21 AM,0,2,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,49,9:51:24 AM,0,2,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,50,9:51:27 AM,0,2,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,51,9:51:29 AM,0,2,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,52,9:51:35 AM,0,2,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,53,9:51:37 AM,0,2,3,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,54,9:51:39 AM,0,2,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,55,9:51:41 AM,0,2,3,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,56,9:51:44 AM,0,2,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,57,9:51:46 AM,0,2,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,58,9:51:48 AM,0,2,3,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,59,9:51:50 AM,0,2,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,60,9:51:52 AM,0,2,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,61,9:51:54 AM,0,2,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,62,9:51:55 AM,0,2,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,63,9:51:57 AM,0,2,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,64,9:52:00 AM,0,2,3,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,65,9:52:02 AM,0,2,3,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,66,9:52:04 AM,0,2,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,67,9:52:06 AM,0,2,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,68,9:52:09 AM,0,2,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,69,9:52:11 AM,0,2,3,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,70,9:52:14 AM,0,2,9,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,71,9:52:15 AM,0,2,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,72,9:52:17 AM,0,2,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,73,9:52:19 AM,0,2,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,74,9:52:22 AM,0,2,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,75,9:52:23 AM,0,3,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,76,9:52:32 AM,0,3,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,77,9:52:34 AM,0,3,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,78,9:52:36 AM,0,3,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,79,9:52:37 AM,0,3,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,80,9:52:40 AM,0,3,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,81,9:52:41 AM,0,3,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,82,9:52:43 AM,0,3,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,83,9:52:47 AM,0,3,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,84,9:52:49 AM,0,3,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,85,9:52:56 AM,0,3,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,86,9:52:57 AM,0,3,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,87,9:52:59 AM,0,3,2,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,88,9:53:17 AM,0,3,3,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,89,9:53:18 AM,0,3,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,90,9:53:20 AM,0,3,3,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,91,9:53:22 AM,0,3,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,92,9:53:28 AM,0,3,1,0
6b21a68c-5261-4d07-a168-27ef9800dcc0,93,9:53:29 AM,0,3,3,0
